tmdbId,review_count,pct_positive,avg_sentiment_score
479,4,0.75,0.998088538646698
488,3,1.0,0.9988996585210165
489,6,1.0,0.9988927642504374
490,3,1.0,0.9988664984703064
492,3,1.0,0.9989069302876791
496,1,1.0,0.9985404014587402
497,4,0.75,0.9990020990371704
500,4,0.25,0.9993246644735336
504,4,0.75,0.9988290220499039
508,5,0.8,0.9990286827087402
509,1,1.0,0.9989350438117981
510,4,0.75,0.9970634281635284
521,6,1.0,0.9988280733426412
522,1,1.0,0.998867392539978
524,2,1.0,0.9989085793495178
525,3,1.0,0.9987943768501282
526,2,1.0,0.9988690912723541
527,1,1.0,0.9988632202148438
530,1,1.0,0.9989031553268433
531,2,1.0,0.9988732933998108
532,2,0.5,0.998224675655365
533,1,1.0,0.9989299178123474
534,9,0.4444444444444444,0.9983403616481357
535,2,0.5,0.996570348739624
539,7,1.0,0.998865578855787
544,2,0.5,0.999155580997467
548,4,1.0,0.9988819509744644
550,11,0.8181818181818182,0.9986330379139293
551,2,1.0,0.9988666474819183
553,3,1.0,0.9988685846328735
557,20,0.95,0.9984733998775482
558,20,0.95,0.9978994905948639
559,20,0.45,0.9980890393257141
561,5,0.8,0.9966506838798523
562,9,1.0,0.9988509880171882
563,7,1.0,0.9971224750791278
564,7,1.0,0.9989181416375297
565,4,0.75,0.9988948702812195
567,5,1.0,0.9983760714530945
568,2,1.0,0.9988356828689575
571,3,0.6666666666666666,0.9989567200342814
576,3,1.0,0.9970331788063049
577,3,0.6666666666666666,0.9981051484743754
578,9,1.0,0.9986392193370395
579,5,0.4,0.9980030298233032
581,3,1.0,0.9976991216341654
582,3,1.0,0.9985163609186808
583,3,0.3333333333333333,0.993797222773234
584,4,0.5,0.9983807355165482
585,3,1.0,0.9989121357599894
587,2,1.0,0.9989278316497803
588,2,1.0,0.9979009628295898
591,4,0.5,0.9991143047809601
592,4,1.0,0.9988556802272797
593,1,1.0,0.9988883137702942
594,4,1.0,0.9988750368356705
595,4,1.0,0.9979376941919327
596,1,1.0,0.9989097118377686
