tmdbId,person_id,name,job
433310,991868,Ari Sandel,Director
682507,1668008,Olivia Newman,Director
294272,592493,David Lowery,Director
379170,152111,Douglas Mackinnon,Director
505192,25645,Hirokazu Kore-eda,Director
599975,1346242,Justin Dec,Director
537116,1179651,Lin-Manuel Miranda,Director
318121,1215621,Rob Burnett,Director
602734,2675,Darren Lynn Bousman,Director
463821,16847,Eli Roth,Director
606856,21673,Ericson Core,Director
585216,1306608,Adam Robitel,Director
58431,58552,Burr Steers,Director
760161,62768,William Brent Bell,Director
796499,16808,Matthias Schweighöfer,Director
319888,974,Dexter Fletcher,Director
1327819,1491592,Daniel Chong,Director
339967,118303,Nacho Vigalondo,Director
146198,53333,John Hillcoat,Director
1314481,5065,David Frankel,Director
1081003,50767,Craig Gillespie,Director
1100782,2218465,Parker Finn,Director
1114513,63306,James Watkins,Director
940551,1092607,Benjamin Renner,Director
483184,63973,Matteo Garrone,Director
465136,566328,Michael Sucsy,Director
591274,1290265,Leigh Janiak,Director
446893,118489,Walt Dohrn,Director
559907,592493,David Lowery,Director
345938,105239,Stuart Hazeldine,Director
556803,182892,Mike Rohl,Director
500682,54040,John Lee Hancock,Director
339692,76422,Ric Roman Waugh,Director
458594,35453,Pierre Morel,Director
1198994,7623,Sam Raimi,Director
967847,57193,Gil Kenan,Director
632357,80675,Evan Spiliotopoulos,Director
552524,1540069,Dean Fleischer Camp,Director
500840,202,Charlie Kaufman,Director
755566,131532,J.J. Perry,Director
390062,59998,Greg McLean,Director
399019,1769,Sofia Coppola,Director
800815,65167,Scott Cooper,Director
868759,974,Dexter Fletcher,Director
426543,5306,Lasse Hallström,Director
426543,4945,Joe Johnston,Director
938614,1083154,Cameron Cairnes,Director
938614,1083156,Colin Cairnes,Director
629176,1299642,Julius Avery,Director
384682,60922,Josh Gordon,Director
384682,60923,Will Speck,Director
470044,66121,George Tillman Jr.,Director
461130,227346,Jeff Chan,Director
374416,120127,Gennaro Nunziante,Director
649609,144816,Chris McKay,Director
460885,1044250,Panos Cosmatos,Director
431530,52115,Scott Moore,Director
431530,52114,Jon Lucas,Director
535292,93223,Brian Kirk,Director
1439930,1415665,Reinaldo Marcus Green,Director
402897,88926,Armando Iannucci,Director
431580,7881,Jill Culton,Director
375366,1231927,Colm McCarthy,Director
581726,20907,Antoine Fuqua,Director
1111873,1039527,Tyler Gillett,Director
1111873,66681,Matt Bettinelli-Olpin,Director
433498,141884,Michael Noer,Director
520663,36588,Joe Wright,Director
484468,2194514,Antonin Baudry,Director
1317288,129561,Josh Safdie,Director
439015,31119,Sylvain White,Director
331313,54733,Greg Mottola,Director
1007757,121830,Nathan Greno,Director
449924,63571,Wilson Yip,Director
1084244,7,Andrew Stanton,Director
437557,208664,Kay Cannon,Director
467938,1607016,Coralie Fargeat,Director
293670,75915,Na Hong-jin,Director
460668,69124,Abby Kohn,Director
460668,69125,Marc Silverstein,Director
1311031,1283010,Haruo Sotozaki,Director
440161,17496,Jacques Audiard,Director
1084736,58255,Alexandre de La Patellière,Director
1084736,57558,Matthieu Delaporte,Director
454639,1033661,Travis Knight,Director
397422,1480620,Lucia Aniello,Director
645886,1304847,Nora Fingscheidt,Director
1038392,1607672,Michael Chaves,Director
370755,4429,Jim Jarmusch,Director
614696,2359485,Cho Il,Director
585511,80672,Peggy Holmes,Director
614479,17178,Patrick Wilson,Director
324670,1425432,Nic Mathieu,Director
245703,71872,Jeff Nichols,Director
533642,1480320,Lars Klevberg,Director
736526,87877,Roar Uthaug,Director
614409,63099,Michael Fimognari,Director
616820,64141,David Gordon Green,Director
351211,98631,Adam Wingard,Director
1197306,19769,David Ayer,Director
475210,104025,David M. Rosenthal,Director
614911,1461,George Clooney,Director
482321,208113,Sarah Smith,Director
482321,1454692,Jean-Philippe Vine,Director
591275,1290265,Leigh Janiak,Director
521777,84416,Gene Stupnitsky,Director
739405,956,Guy Ritchie,Director
429415,1668245,Ben Young,Director
799583,956,Guy Ritchie,Director
529216,1051305,Oriol Paulo,Director
976893,2303,Wim Wenders,Director
1079091,88675,Justin Baldoni,Director
727745,1066705,Vince Marcello,Director
840705,37153,Zoë Kravitz,Director
463684,57113,Dan Gilroy,Director
1034541,933176,Damien Leone,Director
974950,17496,Jacques Audiard,Director
638974,59027,Jeremy Garelick,Director
337674,10491,Paul Verhoeven,Director
635910,135113,André Øvredal,Director
517814,53431,Nadine Labaki,Director
342473,1316783,Eric Summer,Director
342473,1792483,Éric Warin,Director
843527,22215,Michael Showalter,Director
376290,18844,John Madden,Director
726759,76965,Jon S. Baird,Director
318781,46680,Florian Gallenberger,Director
301804,551463,Mike Flanagan,Director
513310,40223,Joe Carnahan,Director
447362,586154,Mitja Okorn,Director
556678,937147,Autumn de Wilde,Director
579047,1497967,Lisa Joy,Director
330483,1777,Ross Katz,Director
775996,29605,Mikael Håfström,Director
369192,16959,Jonathan Dayton,Director
369192,16960,Valerie Faris,Director
581032,25598,Paul Greengrass,Director
1029575,144798,Simon Cellan Jones,Director
381719,82511,Will Gluck,Director
625450,1744211,Nzingha Stewart,Director
382322,90367,Sam Liu,Director
1035259,62854,Akiva Schaffer,Director
965150,1904110,Charlotte Wells,Director
457136,1182269,Josie Rourke,Director
724209,212240,Tom Harper,Director
458220,26473,Fisher Stevens,Director
646207,876,Jonathan Hensleigh,Director
660120,71609,Joachim Trier,Director
798645,11090,Edgar Wright,Director
299054,293911,Scott Waugh,Director
454640,1245730,Thurop Van Orman,Director
519010,309,Pedro Almodóvar,Director
395991,86270,Joseph Kosinski,Director
553604,206574,Mark Williams,Director
787752,1675644,Mimi Cave,Director
1151031,2070452,Michael Philippou,Director
1151031,2070453,Danny Philippou,Director
870028,77003,Gavin O'Connor,Director
302156,81476,Ariel Vromen,Director
445629,39189,Stephen Merchant,Director
604079,10943,Francis Lawrence,Director
1318447,67813,Baltasar Kormákur,Director
1306368,40223,Joe Carnahan,Director
491480,5294,Chiwetel Ejiofor,Director
486131,20400,Tim Story,Director
615643,931952,Lee Isaac Chung,Director
551804,54248,Christopher Landon,Director
578701,1215399,Taylor Sheridan,Director
329440,1300274,Jason Zada,Director
441701,54526,Paco Plaza,Director
623491,36425,McG,Director
425972,1167036,Ben Howling,Director
425972,1167037,Yolanda Ramke,Director
1273221,1110102,Michael Tiddes,Director
538362,1202504,Alessio Cremonini,Director
213681,53925,Jared Hess,Director
664469,17883,David O. Russell,Director
486947,1923202,Gustav Möller,Director
491584,96657,Lee Chang-dong,Director
407451,929825,Ava DuVernay,Director
399366,51895,Sergio G. Sánchez,Director
829557,88253,Barbara Białowąs,Director
829557,1192152,Tomasz Mandes,Director
774825,5718,John Donkin,Director
1290821,76422,Ric Roman Waugh,Director
499701,26205,James Bobin,Director
642885,29214,Anne Fletcher,Director
437586,21007,Jonah Hill,Director
716612,225009,Pablo Larraín,Director
325789,144221,Brad Furman,Director
585245,68573,Walt Becker,Director
656690,1074666,Jeff Orlowski,Director
504253,1938744,Shinichiro Ushijima,Director
395458,1461,George Clooney,Director
416234,56501,Michael Spierig,Director
416234,56502,Peter Spierig,Director
916224,74091,Makoto Shinkai,Director
810693,2264366,Sunghoo Park,Director
614560,7467,David Fincher,Director
385103,23683,Tony Cervone,Director
511809,488,Steven Spielberg,Director
424781,930526,Boots Riley,Director
323675,20400,Tim Story,Director
1007734,235430,Timo Tjahjanto,Director
1022796,2375591,Fawn Veerasunthorn,Director
1022796,15774,Chris Buck,Director
848538,957,Matthew Vaughn,Director
565028,1795072,Nia DaCosta,Director
417320,65310,Kenny Ortega,Director
271969,23430,Timur Bekmambetov,Director
617505,32593,Steven Brill,Director
425274,91268,Ruben Fleischer,Director
635731,2580328,Michael Sarnoski,Director
722778,56194,Paolo Sorrentino,Director
760741,67813,Baltasar Kormákur,Director
501907,177532,Marielle Heller,Director
549509,55493,Brady Corbet,Director
626735,1074867,Reid Carolin,Director
626735,38673,Channing Tatum,Director
615469,86270,Joseph Kosinski,Director
777443,19272,Joe Russo,Director
777443,19271,Anthony Russo,Director
300673,50767,Craig Gillespie,Director
1325734,1280021,Kristoffer Borgli,Director
334524,2945,Stephen Gaghan,Director
454293,72024,Malcolm D. Lee,Director
416144,1484509,Anthony Maras,Director
401246,56370,Ruben Östlund,Director
539681,89027,Jared Stern,Director
396806,8685,Andrew Niccol,Director
634528,4746,Robert Lorenz,Director
532639,24,Robert Zemeckis,Director
398929,1186076,Philippe Lacheau,Director
407448,14392,Kathryn Bigelow,Director
1087891,30310,James Hawes,Director
597891,1454884,Cedric Nicolas-Troyan,Director
560057,70238,Chris Williams,Director
568620,57270,Robert Schwentke,Director
548473,42175,Richard Stanley,Director
399106,8012,Alan Barillaro,Director
760883,4918,Peter Thorwarth,Director
698687,84496,Josh Cooley,Director
475430,11181,Kenneth Branagh,Director
1195506,1361389,Dan Berk,Director
1195506,1283526,Robert Olsen,Director
974635,564,Richard Linklater,Director
583406,1140231,Shaka King,Director
1272837,1795072,Nia DaCosta,Director
630240,1392433,Julia Ducournau,Director
454227,3055,David Mackenzie,Director
527261,26714,John R. Leonetti,Director
447273,87742,Marc Webb,Director
412105,1172158,Brent Bonacorso,Director
556694,20629,George Miller,Director
777270,11181,Kenneth Branagh,Director
453201,190,Clint Eastwood,Director
522924,133502,Simon Curtis,Director
646097,74655,Jeremy Saulnier,Director
341006,59998,Greg McLean,Director
406761,1239407,Drew Pearce,Director
1086747,2957803,Ishana Night Shyamalan,Director
1041613,856440,Michael Mohan,Director
489925,115128,Bo Burnham,Director
467660,1884,Steven Soderbergh,Director
818397,10702,Martin Campbell,Director
524251,1667260,Adam Randall,Director
619979,7270,Adrian Lyne,Director
632727,1981891,David Blue Garcia,Director
505058,20355,Stephen Susco,Director
316152,23964,Gary Ross,Director
309886,58324,Jean-François Richet,Director
791177,78160,Luca Guadagnino,Director
579974,147021,S. S. Rajamouli,Director
639720,17697,John Krasinski,Director
1236153,23430,Timur Bekmambetov,Director
406994,567933,Chris Peckover,Director
283378,33433,Scott Hicks,Director
338189,143593,Xavier Dolan,Director
442062,991868,Ari Sandel,Director
614930,1578590,Jeff Rowe,Director
396461,558929,David Robert Mitchell,Director
1301421,8023,Kyle Balda,Director
463257,1546658,Tyler Nilson,Director
463257,2396600,Michael Schwartz,Director
506574,65310,Kenny Ortega,Director
446894,52845,Karey Kirkpatrick,Director
512895,1218988,Charlie Bean,Director
452832,23227,Steven Knight,Director
522518,1212755,Gail Mancuso,Director
1071215,16847,Eli Roth,Director
377264,190090,Luke Scott,Director
1228710,15277,Jon Favreau,Director
734265,1898315,Hernán Jiménez,Director
530382,87082,Jim Mickle,Director
504562,819,Edward Norton,Director
424121,142013,Gareth Evans,Director
323677,2042,Stephen Hopkins,Director
315011,80752,Shinji Higuchi,Director
315011,77921,Hideaki Anno,Director
614933,132876,Brad Peyton,Director
389053,32593,Steven Brill,Director
432068,84426,Olivier Nakache,Director
432068,84425,Éric Toledano,Director
533533,20307,Joachim Rønning,Director
618344,1637776,Matt Peters,Director
618344,2579481,Christina Sotta,Director
