tmdbId,person_id,name,character,order
324552,5723,John Leguizamo,Aurelio,9
363088,22226,Paul Rudd,Scott Lang / Ant-Man,0
363088,19034,Evangeline Lilly,Hope Van Dyne / Wasp,1
363088,3392,Michael Douglas,Dr. Hank Pym,2
363088,1408809,Hannah John-Kamen,Ava / Ghost,3
363088,79082,Randall Park,Jimmy Woo,4
363088,1160,Michelle Pfeiffer,Janet Van Dyne / Wasp,5
363088,2975,Laurence Fishburne,Dr. Bill Foster,6
363088,454,Michael Peña,Luis,7
363088,27740,Walton Goggins,Sonny Burch,8
363088,21127,Bobby Cannavale,Paxton,9
274870,72129,Jennifer Lawrence,Aurora Lane,0
274870,73457,Chris Pratt,Jim Preston,1
274870,3968,Michael Sheen,Arthur,2
274870,2975,Laurence Fishburne,Gus Mancuso,3
274870,1271,Andy Garcia,Captain Norris,4
274870,1497467,Vince Foster,Executive Officer,5
274870,1381473,Kara Flowers,Communications Officer,6
274870,1651277,Conor Brophy,Crew Member,7
274870,1455769,Julee Cerda,Instructor (Hologram),8
274870,1313564,Aurora Perrineau,Best Friend,9
546554,8784,Daniel Craig,Benoit Blanc,0
546554,16828,Chris Evans,Ransom Drysdale,1
546554,224513,Ana de Armas,Marta Cabrera,2
546554,8944,Jamie Lee Curtis,Linda Drysdale,3
546554,335,Michael Shannon,Walt Thrombey,4
546554,25129,Don Johnson,Richard Drysdale,5
546554,3051,Toni Collette,Joni Thrombey,6
546554,1200864,LaKeith Stanfield,Lieutenant Elliott,7
546554,290,Christopher Plummer,Harlan Thrombey,8
546554,1636738,Katherine Langford,Meg Thrombey,9
246655,5530,James McAvoy,Professor Charles Xavier,0
246655,17288,Michael Fassbender,Erik Lehnsherr / Magneto,1
246655,72129,Jennifer Lawrence,Raven / Mystique,2
246655,3292,Nicholas Hoult,Hank McCoy / Beast,3
246655,25072,Oscar Isaac,En Sabah Nur / Apocalypse,4
246655,9827,Rose Byrne,Moira MacTaggert,5
246655,55089,Evan Peters,Peter Maximoff / Quicksilver,6
246655,1056053,Josh Helman,Col. William Stryker,7
